no,name,type,init,step,lower_bound,upper_bound,final
0,mean_lambda,free,0.6,0.1, , ,0.662879
1,gamma_lambda,free,4,0.2, , ,5.4364
2,var_lambda,free,1,0.01, , ,0.626596
3,mean_q,free,1000,100, , ,4519.59
4,gamma_q,free,1,0.1, , ,5.52539
5,var_q,free,2e+06,200000, , ,7.33586e+07
6,beta,bound,0.008,0.0008,0.006,0.01,0.00999955
7,var_x,free,0.0001,1e-05, , ,6.17699e-05
8,var_g,free,100000,10000, , ,65394.7
9,var_dx,free,0.007,0.0007, , ,0.00681721
10,var_dg,free,1e+06,100000, , ,1.08265e+06

errors^2:
epsilon,mean_lambda,gamma_lambda,var_lambda,mean_q,gamma_q,var_q,beta,var_x,var_g,var_dx,var_dg
0.05,3.17134e-05,0.0679393,0.00107492,-40638,0.0427249,9.61318e+12,-0.00085592,1.61367e-12,1.36732e+06,1.19035e-07,3.244e+09
0.01,3.17121e-05,0.0696843,0.00111485,-1954.65,0.0521138,1.04277e+13,-0.000108812,1.65955e-12,1.41599e+06,1.20781e-07,3.286e+09
0.005,3.171e-05,0.0698847,0.00111626,903.886,0.0526377,1.04802e+13,-5.37374e-05,1.67297e-12,1.44469e+06,1.20824e-07,3.28644e+09

n_data_points, 13922
total_log_likelihoood,-94265.9594236861
norm_log_likelihoood,-6.77100699782259
optimization_algorithm,LN_NELDERMEAD
tolerance,1e-40
search_space,log
version,0.2
