no,name,type,init,step,lower_bound,upper_bound,final
0,mean_lambda,free,0.6,0.1, , ,0.604225
1,gamma_lambda,free,4,0.2, , ,3.31926
2,var_lambda,free,1,0.01, , ,0.278131
3,mean_q,free,1000,100, , ,3334.94
4,gamma_q,free,1,0.1, , ,6.98112
5,var_q,free,2e+06,200000, , ,6.32872e+07
6,beta,bound,0.008,0.0008,0.006,0.01,0.00688622
7,var_x,free,0.0001,1e-05, , ,7.53531e-05
8,var_g,free,100000,10000, , ,111688
9,var_dx,free,0.007,0.0007, , ,0.00786596
10,var_dg,free,1e+06,100000, , ,1.58888e+06

errors^2:
epsilon,mean_lambda,gamma_lambda,var_lambda,mean_q,gamma_q,var_q,beta,var_x,var_g,var_dx,var_dg
0.05,4.3052e-05,0.0402434,0.000285411,4539.98,0.163752,2.13098e+13,5.85368e-05,2.05455e-12,4.09294e+06,2.08371e-07,9.1935e+09
0.01,4.30665e-05,0.0410884,0.000295438,2781.97,0.166661,2.15035e+13,1.22438e-05,2.09466e-12,4.20077e+06,2.11327e-07,9.31749e+09
0.005,4.30851e-05,0.0411755,0.000296652,2542.37,0.163685,2.05182e+13,5.96042e-06,2.0949e-12,4.22822e+06,2.11446e-07,9.32617e+09

n_data_points, 11799
total_log_likelihoood,-81031.9350646752
norm_log_likelihoood,-6.86769514913766
optimization_algorithm,LN_NELDERMEAD
tolerance,1e-40
search_space,log
version,0.2
