no,name,type,init,step,lower_bound,upper_bound,final
0,mean_lambda,free,1e-06,1e-07, , ,2.18905e-06
1,gamma_lambda,free,0.1,0.01, , ,0.0926057
2,var_lambda,free,1e-06,1e-07, , ,3.52116e-06
3,mean_q,free,1,1, , ,103.685
4,gamma_q,free,1,0.1, , ,2.47331
5,var_q,free,100000,10000, , ,246434
6,beta,bound,0.001,0.0001,0.0001,0.01,0.00623846
7,var_x,free,1e-05,0.001, , ,7.76431e-05
8,var_g,free,100000,1000, , ,121894
9,var_dx,free,0.01,0.001, , ,0.0342238
10,var_dg,free,1e+09,1e+08, , ,1.73288e+09

errors^2:
epsilon,mean_lambda,gamma_lambda,var_lambda,mean_q,gamma_q,var_q,beta,var_x,var_g,var_dx,var_dg
0.05,1.04826e-11,0.000115811,7.19342e-14,203.958,0.206775,6.57915e+09,1.71371e-06,8.64463e-13,4.4749e+06,0.000389341,-8.21503e+17
0.01,4.45475e-12,-0.00193645,-2.24903e-12,302.622,0.481948,1.42377e+10,5.67175e-06,-9.3836e-14,3.14273e+06,0.000361578,1.29557e+18
0.005,-6.39649e-15,-1.33142e-06,2.27311e-14,11.3522,-0.0116296,-5.7382e+08,5.24636e-08,1.0259e-12,3.51927e+06,-2.99857e-06,2.63141e+15

n_data_points, 15638
total_log_likelihoood,-95485.0701846618
norm_log_likelihoood,-6.10596432949622
optimization_algorithm,LN_NELDERMEAD
tolerance,1e-40
search_space,log
version,0.2
