no,name,type,init,step,lower_bound,upper_bound,final
0,mean_lambda,free,0.6,0.1, , ,0.640064
1,gamma_lambda,free,4,0.2, , ,5.91258
2,var_lambda,free,1,0.01, , ,0.728947
3,mean_q,free,1000,100, , ,859.849
4,gamma_q,free,1,0.1, , ,7.6383
5,var_q,free,2e+06,200000, , ,3.17853e+07
6,beta,bound,0.008,0.0008,0.006,0.01,0.00718481
7,var_x,free,0.0001,1e-05, , ,8.12644e-05
8,var_g,free,100000,10000, , ,13777
9,var_dx,free,0.007,0.0007, , ,0.00661135
10,var_dg,free,1e+06,100000, , ,63019.3

errors^2:
epsilon,mean_lambda,gamma_lambda,var_lambda,mean_q,gamma_q,var_q,beta,var_x,var_g,var_dx,var_dg
0.05,3.00643e-05,0.0873301,0.00185109,2980.66,0.132369,2.32942e+12,0.00103648,2.78714e-12,83604.9,1.13294e-07,1.45572e+07
0.01,3.00755e-05,0.0904904,0.00194368,1924.04,0.114986,2.26435e+12,0.000528318,2.86971e-12,83907.7,1.14816e-07,1.46807e+07
0.005,3.0079e-05,0.090737,0.00195222,927.738,0.099552,2.16344e+12,6.63504e-05,2.86889e-12,83551.2,1.14873e-07,1.46983e+07

n_data_points, 14561
total_log_likelihoood,-89828.925044144
norm_log_likelihoood,-6.16914532272124
optimization_algorithm,LN_NELDERMEAD
tolerance,1e-40
search_space,log
version,0.2
