no,name,type,init,step,lower_bound,upper_bound,final
0,mean_lambda,free,0.6,0.1, , ,0.485759
1,gamma_lambda,free,4,0.2, , ,13.6426
2,var_lambda,free,1,0.01, , ,1.43775
3,mean_q,free,1000,100, , ,9998.95
4,gamma_q,free,1,0.1, , ,4.86125
5,var_q,free,2e+06,200000, , ,1.32023e+08
6,beta,bound,0.35,0.035,0.3,0.4,0.36548
7,var_x,free,0.0001,1e-05, , ,0.00040764
8,var_g,free,100000,10000, , ,432299
9,var_dx,free,0.007,0.0007, , ,0.0054716
10,var_dg,free,1e+06,100000, , ,2.13641e+06

errors^2:
epsilon,mean_lambda,gamma_lambda,var_lambda,mean_q,gamma_q,var_q,beta,var_x,var_g,var_dx,var_dg
0.05,2.43373e-05,1.30734,0.0456084,917410,0.434653,2.5083e+14,0.00592433,1.13985e-10,1.14485e+08,2.42855e-07,6.48744e+10
0.01,2.4339e-05,1.4639,0.0512914,918781,0.461557,2.72124e+14,0.00593549,1.20117e-10,1.18599e+08,2.44298e-07,6.57512e+10
0.005,2.43411e-05,1.50308,0.0521791,890238,0.464074,2.75702e+14,0.00575103,1.2111e-10,1.19207e+08,2.42162e-07,6.57211e+10

n_data_points, 6994
total_log_likelihoood,-56823.5113384782
norm_log_likelihoood,-8.12460842700575
optimization_algorithm,LN_NELDERMEAD
tolerance,1e-40
search_space,log
version,0.2
