no,name,type,init,step,lower_bound,upper_bound,final
0,mean_lambda,free,0.6,0.1, , ,0.630516
1,gamma_lambda,free,4,0.2, , ,2.17723
2,var_lambda,free,1,0.01, , ,0.245116
3,mean_q,free,1000,100, , ,7024.11
4,gamma_q,free,1,0.1, , ,3.48177
5,var_q,free,2e+06,200000, , ,9.83834e+07
6,beta,bound,0.008,0.0008,0.006,0.01,0.00677265
7,var_x,free,0.0001,1e-05, , ,5.58403e-05
8,var_g,free,100000,10000, , ,222662
9,var_dx,free,0.007,0.0007, , ,0.00934581
10,var_dg,free,1e+06,100000, , ,2.9304e+06

errors^2:
epsilon,mean_lambda,gamma_lambda,var_lambda,mean_q,gamma_q,var_q,beta,var_x,var_g,var_dx,var_dg
0.05,7.18243e-05,0.0124516,0.000100411,20450.2,0.0275883,1.82179e+13,6.53555e-05,1.00455e-12,1.35003e+07,2.06911e-07,2.54613e+10
0.01,7.18523e-05,0.0125295,0.00010215,13580.3,0.027855,1.83216e+13,1.37847e-05,1.02132e-12,1.37153e+07,2.09754e-07,2.57929e+10
0.005,7.18867e-05,0.0125098,0.000101912,12654.7,0.0278,1.79457e+13,6.83201e-06,1.02158e-12,1.37284e+07,2.09826e-07,2.58057e+10

n_data_points, 13970
total_log_likelihoood,-100369.89630805
norm_log_likelihoood,-7.18467403779884
optimization_algorithm,LN_NELDERMEAD
tolerance,1e-40
search_space,log
version,0.2
