no,name,type,init,step,lower_bound,upper_bound,final
0,mean_lambda,free,0.6,0.1, , ,0.667577
1,gamma_lambda,free,4,0.2, , ,4.51056
2,var_lambda,free,1,0.01, , ,0.551624
3,mean_q,free,1000,100, , ,1620.32
4,gamma_q,free,1,0.1, , ,5.65757
5,var_q,free,2e+06,200000, , ,6.00017e+07
6,beta,bound,0.008,0.0008,0.006,0.01,0.00629199
7,var_x,free,0.0001,1e-05, , ,0.000116531
8,var_g,free,100000,10000, , ,16919.8
9,var_dx,free,0.007,0.0007, , ,0.00579066
10,var_dg,free,1e+06,100000, , ,89755.5

errors^2:
epsilon,mean_lambda,gamma_lambda,var_lambda,mean_q,gamma_q,var_q,beta,var_x,var_g,var_dx,var_dg
0.05,1.77751e-05,0.0285084,0.000496403,1094.32,0.0215768,2.07002e+12,-1.87561e-05,2.07843e-12,63427.1,3.95249e-08,1.28139e+07
0.01,1.77648e-05,0.0292212,0.000516924,1190.65,0.0216353,2.08716e+12,-3.70603e-06,2.12584e-12,67244.3,4.00665e-08,1.29096e+07
0.005,1.77483e-05,0.0291948,0.0005191,1199.68,0.0208567,2.01751e+12,-2.1613e-06,2.12423e-12,71901,3.99217e-08,1.28797e+07

n_data_points, 31815
total_log_likelihoood,-207131.075514984
norm_log_likelihoood,-6.51048485038453
optimization_algorithm,LN_NELDERMEAD
tolerance,1e-40
search_space,log
version,0.2
