no,name,type,init,step,lower_bound,upper_bound,final
0,mean_lambda,free,0.6,0.1, , ,0.427107
1,gamma_lambda,free,4,0.2, , ,4.49864
2,var_lambda,free,1,0.01, , ,1.4137
3,mean_q,free,1000,100, , ,677.851
4,gamma_q,free,1,0.1, , ,14.1975
5,var_q,free,2e+06,200000, , ,8.0667e+07
6,beta,bound,0.008,0.0008,0.006,0.01,0.0099764
7,var_x,free,0.0001,1e-05, , ,0.000294576
8,var_g,free,100000,10000, , ,453.27
9,var_dx,free,0.007,0.0007, , ,0.0142746
10,var_dg,free,1e+06,100000, , ,366733

errors^2:
epsilon,mean_lambda,gamma_lambda,var_lambda,mean_q,gamma_q,var_q,beta,var_x,var_g,var_dx,var_dg
0.05,0.000628564,6.67539,1.27164,13833.8,4.66641,3.36679e+14,0.00373794,6.40663e-08,4.12145e+06,1.85357e-05,1.15049e+10
0.01,0.000287934,0.247007,0.00443624,5508.4,5.18325,3.92725e+14,0.000686292,-1.01258e-08,6.89916e+06,1.89935e-05,1.16503e+10
0.005,0.000174799,-1.33839,-0.289619,4774,5.22358,3.93773e+14,0.000420966,-2.09503e-08,4.5329e+06,1.85971e-05,1.1642e+10

n_data_points, 591
total_log_likelihoood,-5117.74930817191
norm_log_likelihoood,-8.65947429470712
optimization_algorithm,LN_NELDERMEAD
tolerance,1e-40
search_space,log
version,0.2
