no,name,type,init,step,lower_bound,upper_bound,final
0,mean_lambda,free,0.6,0.1, , ,0.70977
1,gamma_lambda,free,4,0.2, , ,5.21501
2,var_lambda,free,1,0.01, , ,0.561486
3,mean_q,free,1000,100, , ,1980.52
4,gamma_q,free,1,0.1, , ,4.22219
5,var_q,free,2e+06,200000, , ,1.16783e+07
6,beta,bound,0.008,0.0008,0.006,0.01,0.00621112
7,var_x,free,0.0001,1e-05, , ,6.04359e-05
8,var_g,free,100000,10000, , ,33530.2
9,var_dx,free,0.007,0.0007, , ,0.0062413
10,var_dg,free,1e+06,100000, , ,127759

errors^2:
epsilon,mean_lambda,gamma_lambda,var_lambda,mean_q,gamma_q,var_q,beta,var_x,var_g,var_dx,var_dg
0.05,1.25552e-05,0.0244696,0.000327836,624.229,0.0197306,1.64177e+11,2.56444e-05,5.79618e-13,121848,3.93395e-08,2.31288e+07
0.01,1.25584e-05,0.024966,0.000335389,439.634,0.0192759,1.63603e+11,5.18716e-06,5.94174e-13,124455,3.98914e-08,2.33745e+07
0.005,1.2562e-05,0.0249124,0.000331097,415.674,0.0190311,1.58917e+11,2.53064e-06,5.96729e-13,125216,3.99125e-08,2.33896e+07

n_data_points, 34369
total_log_likelihoood,-214568.757516465
norm_log_likelihoood,-6.24308992162893
optimization_algorithm,LN_NELDERMEAD
tolerance,1e-40
search_space,log
version,0.2
