no,name,type,init,step,lower_bound,upper_bound,final
0,mean_lambda,free,0.6,0.1, , ,0.452002
1,gamma_lambda,free,4,0.2, , ,8.5659
2,var_lambda,free,1,0.01, , ,0.62206
3,mean_q,free,1000,100, , ,1616.33
4,gamma_q,free,1,0.1, , ,4.27498
5,var_q,free,2e+06,200000, , ,1.95057e+07
6,beta,bound,0.35,0.035,0.3,0.4,0.305565
7,var_x,free,0.0001,1e-05, , ,0.000198176
8,var_g,free,100000,10000, , ,26084.8
9,var_dx,free,0.007,0.0007, , ,0.00765415
10,var_dg,free,1e+06,100000, , ,285883

errors^2:
epsilon,mean_lambda,gamma_lambda,var_lambda,mean_q,gamma_q,var_q,beta,var_x,var_g,var_dx,var_dg
0.05,1.31799e-05,0.650236,0.00781631,21185.8,0.0832924,9.29623e+11,0.00356632,1.71512e-11,206625,2.1159e-07,3.3466e+08
0.01,1.32217e-05,0.888083,0.0107901,14837.4,0.0796585,9.31425e+11,0.00246546,2.04222e-11,212254,2.05103e-07,3.41924e+08
0.005,1.33045e-05,1.09003,0.0132298,14287.9,0.0893863,8.96929e+11,0.00240826,2.28128e-11,220106,1.95215e-07,3.47914e+08

n_data_points, 13746
total_log_likelihoood,-90010.5715256805
norm_log_likelihoood,-6.54812829373494
optimization_algorithm,LN_NELDERMEAD
tolerance,1e-40
search_space,log
version,0.2
