no,name,type,init,step,lower_bound,upper_bound,final
0,mean_lambda,free,1e-06,1e-07, , ,1.55373e-07
1,gamma_lambda,free,0.1,0.01, , ,0.11962
2,var_lambda,free,1e-06,1e-07, , ,3.09917e-06
3,mean_q,free,1,1, , ,229.773
4,gamma_q,free,1,0.1, , ,0.867786
5,var_q,free,100000,10000, , ,261237
6,beta,bound,0.04,0.004,0.03,0.05,0.03
7,var_x,free,1e-05,0.001, , ,0.00016465
8,var_g,free,100000,1000, , ,116321
9,var_dx,free,0.01,0.001, , ,0.089908
10,var_dg,free,1e+09,1e+08, , ,5.44202e+08

errors^2:
epsilon,mean_lambda,gamma_lambda,var_lambda,mean_q,gamma_q,var_q,beta,var_x,var_g,var_dx,var_dg
0.05,-1.18274e-16,1.71922e-05,6.67788e-15,268.771,0.000461364,4.05439e+07,2.53021e-06,5.15412e-13,383352,-0.000244241,4.01546e+15
0.01,-1.10918e-17,-3.37205e-06,-4.69436e-15,-56.7008,8.18703e-05,-4.09663e+06,-7.45344e-07,4.75692e-13,280770,1.86714e-05,-1.41767e+14
0.005,3.02866e-18,1.41719e-06,6.4775e-15,50.7531,4.98781e-05,1.05855e+07,8.88048e-08,5.06543e-13,516940,3.23503e-07,-1.07176e+14

n_data_points, 116267
total_log_likelihoood,-756273.449508398
norm_log_likelihoood,-6.50462684603884
optimization_algorithm,LN_NELDERMEAD
tolerance,1e-40
search_space,log
version,0.2
