no,name,type,init,step,lower_bound,upper_bound,final
0,mean_lambda,free,0.6,0.1, , ,0.650514
1,gamma_lambda,free,4,0.2, , ,6.33668
2,var_lambda,free,1,0.01, , ,0.900705
3,mean_q,free,1000,100, , ,12832.4
4,gamma_q,free,1,0.1, , ,3.77102
5,var_q,free,2e+06,200000, , ,2.13061e+08
6,beta,bound,0.35,0.035,0.3,0.4,0.390289
7,var_x,free,0.0001,1e-05, , ,4.45064e-05
8,var_g,free,100000,10000, , ,251264
9,var_dx,free,0.007,0.0007, , ,0.00646545
10,var_dg,free,1e+06,100000, , ,3.99309e+06

errors^2:
epsilon,mean_lambda,gamma_lambda,var_lambda,mean_q,gamma_q,var_q,beta,var_x,var_g,var_dx,var_dg
0.05,3.70234e-05,-0.990115,-0.0310968,1.89529e+06,0.250268,2.08406e+14,0.0113592,-2.33491e-12,2.80395e+07,1.02676e-07,4.60893e+10
0.01,3.73116e-05,-0.659696,-0.0209937,1.71303e+06,0.236197,2.09819e+14,0.0102642,-1.37912e-12,2.81898e+07,1.03616e-07,4.67283e+10
0.005,3.73173e-05,-0.63112,-0.020057,1.48393e+06,0.212669,2.00324e+14,0.00888334,-1.31352e-12,2.75089e+07,1.03201e-07,4.67898e+10

n_data_points, 12488
total_log_likelihoood,-92004.7928178197
norm_log_likelihoood,-7.36745618336161
optimization_algorithm,LN_NELDERMEAD
tolerance,1e-40
search_space,log
version,0.2
