no,name,type,init,step,lower_bound,upper_bound,final
0,mean_lambda,free,1e-06,1e-07, , ,0.00182727
1,gamma_lambda,free,0.1,0.01, , ,1.76797
2,var_lambda,free,1e-06,1e-07, , ,0.000751561
3,mean_q,free,1,1, , ,2.18873e-17
4,gamma_q,free,1,0.1, , ,62.429
5,var_q,free,100000,10000, , ,3.11737e+08
6,beta,bound,0.001,0.0001,0.0001,0.01,0.00884482
7,var_x,free,1e-05,0.001, , ,0.000135683
8,var_g,free,100000,1000, , ,28400.9
9,var_dx,free,0.01,0.001, , ,0.00555496
10,var_dg,free,1e+09,1e+08, , ,5.85547e+10

errors^2:
epsilon,mean_lambda,gamma_lambda,var_lambda,mean_q,gamma_q,var_q,beta,var_x,var_g,var_dx,var_dg
0.05,-9.20948e-10,0.000173406,-2.94753e-11,-1.61431e-25,0.303326,-7.26256e+12,-7.41586e-09,1.12521e-12,56234.3,-9.02211e-09,7.30714e+17
0.01,7.28394e-11,-1.67281e-05,-6.21999e-12,-1.54156e-25,0.0104053,-5.8625e+11,-3.87413e-10,-1.09739e-13,19923.6,2.11508e-10,-2.0402e+16
0.005,4.06951e-12,7.18083e-06,1.11463e-11,-1.09844e-25,-0.00305893,3.55529e+11,-9.38899e-10,-3.27286e-14,3649.28,9.90316e-11,4.95523e+16

n_data_points, 33278
total_log_likelihoood,-208965.463541809
norm_log_likelihoood,-6.27938768981937
optimization_algorithm,LN_NELDERMEAD
tolerance,1e-40
search_space,log
version,0.2
