no,name,type,init,step,lower_bound,upper_bound,final
0,mean_lambda,free,0.6,0.1, , ,0.663942
1,gamma_lambda,free,4,0.2, , ,4.32116
2,var_lambda,free,1,0.01, , ,0.44073
3,mean_q,free,1000,100, , ,1797.19
4,gamma_q,free,1,0.1, , ,5.29558
5,var_q,free,2e+06,200000, , ,3.50531e+07
6,beta,bound,0.35,0.035,0.3,0.4,0.300004
7,var_x,free,0.0001,1e-05, , ,9.39295e-05
8,var_g,free,100000,10000, , ,17961.7
9,var_dx,free,0.007,0.0007, , ,0.00823862
10,var_dg,free,1e+06,100000, , ,241488

errors^2:
epsilon,mean_lambda,gamma_lambda,var_lambda,mean_q,gamma_q,var_q,beta,var_x,var_g,var_dx,var_dg
0.05,1.21546e-05,0.0189734,0.000233118,4915.62,0.0289951,7.08828e+11,0.000971803,1.07056e-12,43030,6.17198e-08,5.86771e+07
0.01,1.21549e-05,0.0193603,0.000242202,4677.27,0.0288655,7.29314e+11,0.000916418,1.09001e-12,43467,6.18391e-08,5.94089e+07
0.005,1.2155e-05,0.019243,0.00024195,4377.88,0.0282496,7.29405e+11,0.000848257,1.08534e-12,42979.4,6.10481e-08,5.93795e+07

n_data_points, 39421
total_log_likelihoood,-250116.693106203
norm_log_likelihoood,-6.34475769529445
optimization_algorithm,LN_NELDERMEAD
tolerance,1e-40
search_space,log
version,0.2
