no,name,type,init,step,lower_bound,upper_bound,final
0,mean_lambda,free,0.6,0.1, , ,1.55498
1,gamma_lambda,free,4,0.2, , ,14.7804
2,var_lambda,free,1,0.01, , ,1.96957
3,mean_q,free,1000,100, , ,11162.2
4,gamma_q,free,1,0.1, , ,6.03747
5,var_q,free,2e+06,200000, , ,1.07552e+08
6,beta,bound,0.35,0.035,0.3,0.4,0.4
7,var_x,free,0.0001,1e-05, , ,6.78897e-05
8,var_g,free,100000,10000, , ,97989.1
9,var_dx,free,0.007,0.0007, , ,0.00467894
10,var_dg,free,1e+06,100000, , ,2.90672e+06

errors^2:
epsilon,mean_lambda,gamma_lambda,var_lambda,mean_q,gamma_q,var_q,beta,var_x,var_g,var_dx,var_dg
0.05,5.58857e-05,2.70277,0.104567,3.14552e+06,1.10024,1.1674e+14,0.0893888,1.34814e-11,2.01457e+07,1.06531e-07,4.20265e+10
0.01,5.59253e-05,3.21898,0.125176,1.79161e+06,0.757839,1.01982e+14,0.0508085,1.50955e-11,1.92777e+07,1.07692e-07,4.26982e+10
0.005,5.59391e-05,3.52018,0.135574,1.15114e+06,0.595402,9.39792e+13,0.0325568,1.60775e-11,1.89247e+07,1.07487e-07,4.28585e+10

n_data_points, 3742
total_log_likelihoood,-27606.9463704361
norm_log_likelihoood,-7.37759122673331
optimization_algorithm,LN_NELDERMEAD
tolerance,1e-40
search_space,log
version,0.2
