no,name,type,init,step,lower_bound,upper_bound,final
0,mean_lambda,free,0.6,0.1, , ,0.486392
1,gamma_lambda,free,4,0.2, , ,18.9079
2,var_lambda,free,1,0.01, , ,4.71323
3,mean_q,free,1000,100, , ,7223.13
4,gamma_q,free,1,0.1, , ,4.69075
5,var_q,free,2e+06,200000, , ,6.01252e+08
6,beta,bound,0.008,0.0008,0.006,0.01,0.0096751
7,var_x,free,0.0001,1e-05, , ,1.83109e-05
8,var_g,free,100000,10000, , ,1.32598e+06
9,var_dx,free,0.007,0.0007, , ,0.00943492
10,var_dg,free,1e+06,100000, , ,1.93125e+07

errors^2:
epsilon,mean_lambda,gamma_lambda,var_lambda,mean_q,gamma_q,var_q,beta,var_x,var_g,var_dx,var_dg
0.05,0.000154664,-10.2298,-2.1047,982844,0.497361,1.00519e+16,0.0037998,1.97681e-09,-5.80112e+10,6.66605e-06,4.26779e+13
0.01,0.000154863,-8.32589,-1.75649,431442,0.551128,1.3575e+16,0.000825167,2.12013e-09,2.79747e+09,6.71763e-06,4.34008e+13
0.005,0.000154984,-8.22855,-1.74186,417506,0.566096,1.43754e+16,0.000739204,2.15048e-09,1.6922e+10,6.7164e-06,4.34345e+13

n_data_points, 484
total_log_likelihoood,-4918.39452646278
norm_log_likelihoood,-10.1619721621132
optimization_algorithm,LN_NELDERMEAD
tolerance,1e-40
search_space,log
version,0.2
