no,name,type,init,step,lower_bound,upper_bound,final
0,mean_lambda,free,0.6,0.1, , ,0.626168
1,gamma_lambda,free,4,0.2, , ,1.99018
2,var_lambda,free,1,0.01, , ,0.274354
3,mean_q,free,1000,100, , ,4098.86
4,gamma_q,free,1,0.1, , ,3.05649
5,var_q,free,2e+06,200000, , ,6.43101e+07
6,beta,bound,0.008,0.0008,0.006,0.01,0.00986589
7,var_x,free,0.0001,1e-05, , ,0.000163302
8,var_g,free,100000,10000, , ,153380
9,var_dx,free,0.007,0.0007, , ,0.00505358
10,var_dg,free,1e+06,100000, , ,705959

errors^2:
epsilon,mean_lambda,gamma_lambda,var_lambda,mean_q,gamma_q,var_q,beta,var_x,var_g,var_dx,var_dg
0.05,8.03354e-05,0.0144555,0.00020774,10797.6,0.0199976,7.00882e+12,4.70278e-05,6.20116e-12,5.33296e+06,5.85383e-08,1.45182e+09
0.01,8.05798e-05,0.0147377,0.000213698,8606.37,0.0193766,6.78313e+12,1.0367e-05,6.33589e-12,5.44205e+06,5.93131e-08,1.46873e+09
0.005,8.0873e-05,0.0148365,0.000214526,8295.75,0.0189701,6.38575e+12,5.23289e-06,6.3546e-12,5.47156e+06,5.93152e-08,1.46999e+09

n_data_points, 17357
total_log_likelihoood,-127456.482425686
norm_log_likelihoood,-7.34323226511987
optimization_algorithm,LN_NELDERMEAD
tolerance,1e-40
search_space,log
version,0.2
