no,name,type,init,step,lower_bound,upper_bound,final
0,mean_lambda,free,1e-06,1e-07, , ,5.25233e-08
1,gamma_lambda,free,0.1,0.01, , ,1.2601
2,var_lambda,free,1e-06,1e-07, , ,0.000153382
3,mean_q,free,1,1, , ,375.101
4,gamma_q,free,1,0.1, , ,5.62843
5,var_q,free,100000,10000, , ,4.7363e+06
6,beta,bound,0.04,0.004,0.03,0.05,0.05
7,var_x,free,1e-05,0.001, , ,8.42111e-05
8,var_g,free,100000,1000, , ,215962
9,var_dx,free,0.01,0.001, , ,0.208023
10,var_dg,free,1e+09,1e+08, , ,1.38898e+07

errors^2:
epsilon,mean_lambda,gamma_lambda,var_lambda,mean_q,gamma_q,var_q,beta,var_x,var_g,var_dx,var_dg
0.05,1.78946e-15,0.0175123,6.61956e-10,430.659,0.0944103,2.1584e+11,3.87005e-06,7.06544e-13,7.37763e+06,0.00762893,1.06098e+13
0.01,3.05154e-16,0.00218222,7.14613e-11,372.497,0.109213,2.51293e+11,3.33372e-06,5.97242e-13,7.56039e+06,0.000479265,-1.15558e+11
0.005,4.92642e-17,-0.00190887,-3.99283e-11,524.061,0.114722,2.35059e+11,4.72912e-06,6.68418e-13,4.88492e+06,-0.000631872,4.58868e+11

n_data_points, 28582
total_log_likelihoood,-189054.517918983
norm_log_likelihoood,-6.61446077667703
optimization_algorithm,LN_NELDERMEAD
tolerance,1e-40
search_space,log
version,0.2
